GCA_007414565.1_PDT000456910.1_genomic,Stanleyville
GCA_008556975.1_PDT000584279.1_genomic,Tennessee
GCA_017111005.1_PDT000973564.1_genomic,Give
GCA_015122515.1_PDT000855359.1_genomic,Bovismorbificans
GCA_007855895.1_PDT000550022.1_genomic,Altona
GCA_010507575.1_PDT000174108.2_genomic,Cotham
GCA_012040335.1_PDT000718784.1_genomic,Senftenberg
GCA_011435515.1_PDT000644186.1_genomic,Kentucky
GCA_017147855.1_PDT000947274.1_genomic,Amsterdam
GCA_007244035.1_PDT000338567.1_genomic,Stanley
GCA_015004435.1_PDT000868425.1_genomic,Hartford
GCA_007631535.1_PDT000284077.2_genomic,Muenchen
GCA_017144735.1_PDT000947513.1_genomic,Ouakam
GCA_005459085.1_PDT000404988.1_genomic,Blockley
GCA_006876465.1_PDT000077311.2_genomic,Lubbock
GCA_013749235.1_PDT000761983.1_genomic,Okatie
GCA_007206375.1_PDT000330921.1_genomic,Virchow
GCA_008427725.1_PDT000141068.2_genomic,Alachua
GCA_007217315.1_PDT000120779.2_genomic,Heidelberg
GCA_014243015.1_PDT000814550.1_genomic,Agbeni
GCA_020778795.1_PDT001169915.1_genomic,Mississippi
GCA_017862055.1_PDT000999293.1_genomic,Havana
GCA_008090925.1_PDT000034275.3_genomic,Dublin
GCA_008684165.1_ASM868416v1_genomic,Lubbock
GCA_008627995.1_PDT000588924.1_genomic,Gaminara
GCA_010659965.1_PDT000043045.4_genomic,Pomona
GCA_018316055.1_PDT001022006.1_genomic,Nima
GCA_010526995.1_PDT000312610.2_genomic,Mikawasima
GCA_015006815.1_PDT000867913.1_genomic,Eastbourne
GCA_013650495.1_PDT000772068.1_genomic,Mikawasima
GCA_013640995.1_PDT000773261.1_genomic,Tennessee
GCA_007225155.1_PDT000335111.1_genomic,Stanley
GCA_010410865.1_PDT000003049.3_genomic,Enteritidis
GCA_009473685.1_PDT000235596.2_genomic,Rubislaw
GCA_006993105.1_PDT000339030.1_genomic,Durham
GCA_006930835.1_PDT000318909.1_genomic,Haifa
GCA_006904155.1_PDT000134638.2_genomic,Meleagridis
GCA_018730785.1_PDT001062655.1_genomic,Panama
GCA_010756155.1_PDT000186972.2_genomic,Carrau
GCA_020096895.1_PDT001135908.1_genomic,Oranienburg
GCA_010744515.1_PDT000653244.1_genomic,Heidelberg
GCA_011225075.1_PDT000674479.1_genomic,Thompson
GCA_010010965.1_PDT000652139.1_genomic,Mikawasima
GCA_008411905.1_PDT000122154.2_genomic,Johannesburg
GCA_008830075.1_ASM883007v1_genomic,Schwarzengrund
GCA_007230675.1_PDT000163139.3_genomic,Mbandaka
GCA_008158275.1_PDT000568702.1_genomic,Agama
GCA_007357215.1_PDT000409485.1_genomic,Schwarzengrund
GCA_007623735.1_PDT000544766.1_genomic,Norwich
GCA_011194575.1_PDT000653103.1_genomic,Baildon
GCA_017186615.1_PDT000943672.1_genomic,Derby
