GCA_021002095.1_PDT001186969.1_genomic,1848
GCA_040042575.1_PDT002186250.1_genomic,145
GCA_016259305.1_PDT000539171.1_genomic,814
GCA_010898815.1_PDT000628017.1_genomic,19
GCA_007887525.1_PDT000553456.1_genomic,64
GCA_016571975.1_PDT000928970.1_genomic,471
GCA_029713025.1_PDT001688115.1_genomic,432
GCA_010801645.1_PDT000654035.1_genomic,356
GCA_011434695.1_PDT000056476.2_genomic,216
GCA_010687785.1_PDT000068520.2_genomic,80
GCA_015078315.1_PDT000870850.1_genomic,94
GCA_007365805.1_PDT000413946.1_genomic,166
GCA_045846015.1_ASM4584601v1_genomic,15
GCA_017879175.1_PDT000998504.1_genomic,377
GCA_010524875.1_PDT000650791.1_genomic,617
GCA_023233725.1_PDT001298527.1_genomic,85
GCA_036979075.1_PDT002095147.1_genomic,316
GCA_016575535.1_PDT000674253.1_genomic,1628
GCA_013736115.1_PDT000762700.1_genomic,1628
GCA_009105105.1_PDT000184047.2_genomic,183
GCA_007344815.1_PDT000399768.1_genomic,166
GCA_048948035.1_PDT002685585.1_genomic,48
GCA_011703515.1_PDT000689332.1_genomic,1675
GCA_019522665.1_PDT001106604.1_genomic,164
GCA_007548815.1_PDT000058226.2_genomic,29
GCA_039552775.1_PDT002157000.1_genomic,216
GCA_011212665.1_PDT000665020.1_genomic,95
GCA_009499515.1_PDT000236958.2_genomic,32
GCA_023550475.1_PDT001315120.1_genomic,2053
GCA_010289245.1_PDT000592163.1_genomic,412
GCA_043631225.1_PDT002425551.1_genomic,150
GCA_049335545.1_PDT002685543.1_genomic,639
GCA_041152275.1_ASM4115227v1_genomic,17
GCA_011716495.1_PDT000710487.1_genomic,1659
GCA_009144285.1_PDT000180346.2_genomic,1925
GCA_010702085.1_PDT000003305.3_genomic,1370
GCA_015098785.1_PDT000855830.1_genomic,1384
GCA_004192495.1_PDT000024573.2_genomic,95
GCA_015380115.1_PDT000888087.1_genomic,356
GCA_017359485.1_PDT000985217.1_genomic,2390
GCA_006126055.1_PDT000230122.2_genomic,50
GCA_019968205.1_PDT001129380.1_genomic,321
GCA_009579165.1_PDT000268125.2_genomic,2072
GCA_009478455.1_PDT000237962.2_genomic,469
GCA_024478625.1_PDT001370693.1_genomic,603
GCA_009360035.1_PDT000219335.2_genomic,582
GCF_014217955.1_ASM1421795v1_genomic,17
GCA_010971935.1_PDT000108141.2_genomic,411
GCA_005549275.1_PDT000391837.1_genomic,639
GCA_018625015.1_PDT001057019.1_genomic,52
GCA_041778695.1_PDT002364639.1_genomic,1541
GCA_007771285.1_PDT000333244.2_genomic,1602
GCA_007592725.1_PDT000464629.1_genomic,29
GCA_019532895.1_PDT001106636.1_genomic,2711
GCA_024737205.1_PDT001370681.1_genomic,603
GCA_007626235.1_PDT000053794.2_genomic,1583
GCA_019087105.1_PDT001080057.1_genomic,1298
GCA_012862655.1_PDT000724612.1_genomic,516
GCA_013685915.1_PDT000767858.1_genomic,448
GCA_020930315.1_PDT001177594.1_genomic,145
GCA_014592755.1_PDT000722781.1_genomic,2870
GCA_008057695.1_PDT000055436.2_genomic,197
GCA_023179075.1_PDT001295726.1_genomic,603
GCA_042147375.1_PDT002388835.1_genomic,909
GCA_007265485.1_PDT000342879.1_genomic,2063
GCA_017808015.1_PDT000999582.1_genomic,377
GCA_014909565.1_PDT000861328.1_genomic,2125
GCA_023365915.1_PDT001308310.1_genomic,2
GCA_005601375.1_PDT000495642.1_genomic,2045
GCA_006753985.1_PDT000027694.10_genomic,197
GCA_016313145.1_PDT000922027.1_genomic,2045
GCF_003429825.1_ASM342982v1_genomic,413
GCA_010493835.1_PDT000207180.2_genomic,1675
GCA_009636635.1_PDT000606643.1_genomic,432
GCA_023481525.1_PDT001310217.1_genomic,2009
GCF_001832045.1_ASM183204v1_genomic,1575
GCA_008613245.1_PDT000072461.2_genomic,15
GCA_001951465.1_ASM195146v1_genomic,869
GCA_007704485.1_PDT000546189.1_genomic,447
GCA_005963965.1_PDT000129308.2_genomic,447
GCA_003032215.1_ASM303221v1_genomic,128
GCA_011438595.1_PDT000030531.4_genomic,463
GCA_011612685.1_PDT000287492.2_genomic,198
GCA_018955735.1_PDT001071541.1_genomic,505
GCA_014045125.1_PDT000800145.1_genomic,321
GCA_015214485.1_PDT000877080.1_genomic,52
GCA_007863905.1_PDT000550564.1_genomic,1298
GCA_007724985.1_PDT000547521.1_genomic,1974
GCA_020580825.1_PDT001156928.7_genomic,216
GCA_007224215.1_PDT000335033.1_genomic,1959
GCA_020128575.1_PDT001136846.1_genomic,873
GCA_006938715.1_PDT000173413.2_genomic,185
GCA_010776295.1_PDT000277213.2_genomic,474
GCA_011178695.1_PDT000625068.1_genomic,83
GCA_009231485.1_PDT000611510.1_genomic,463
GCA_019490445.1_PDT001103376.1_genomic,20
GCA_007850935.1_PDT000549765.1_genomic,371
GCF_024241295.1_ASM2424129v1_genomic,86
GCA_021346005.1_PDT001214698.1_genomic,27
GCA_014538685.1_PDT000835955.1_genomic,185
GCA_011289225.1_PDT000678722.1_genomic,96
GCA_014281655.1_PDT000819850.1_genomic,1384
GCA_014140025.1_PDT000806509.1_genomic,2129
GCA_003581135.1_ASM358113v1_genomic,350
GCA_006984685.1_PDT000344032.1_genomic,29
GCA_006260955.1_PDT000287239.2_genomic,1547
GCA_041087055.1_ASM4108705v1_genomic,1659
GCA_020128075.1_PDT001023054.1_genomic,14
GCA_040827295.1_PDT002263303.1_genomic,1298
GCA_008758125.1_PDT000593952.1_genomic,152
GCA_010471585.1_PDT000277347.3_genomic,28
GCA_017258455.1_PDT000976630.1_genomic,174
GCA_017138815.1_PDT000947830.1_genomic,1973
GCA_018703515.1_PDT001058134.1_genomic,2390
GCA_049161845.1_PDT002689466.1_genomic,309
GCA_019785005.1_PDT001117300.1_genomic,2125
GCF_900242375.1_STY43_genomic,682
GCA_040041575.1_PDT002186309.1_genomic,1612
GCA_008510035.1_PDT000465253.1_genomic,72
GCA_020014815.1_PDT001130978.1_genomic,2379
GCA_003736865.1_PDT000397378.1_genomic,2330
GCA_012958035.1_PDT000729578.1_genomic,307
GCA_011528045.1_PDT000314078.2_genomic,2063
GCA_040173705.1_PDT002203621.1_genomic,2026
GCA_017190755.1_PDT000943326.1_genomic,14
GCA_023569685.1_PDT001316042.1_genomic,2129
GCA_019079005.1_PDT001079633.1_genomic,1547
GCA_010691135.1_PDT000057966.3_genomic,365
GCA_014910205.1_PDT000860608.1_genomic,2606
GCA_022926405.1_PDT001278223.1_genomic,447
GCA_050412595.1_ASM5041259v1_genomic,474
GCA_009291825.1_PDT000214464.2_genomic,1815
GCA_006213805.1_PDT000001573.3_genomic,94
GCA_008574905.1_PDT000059279.2_genomic,36
GCF_903931135.1_2742_14_genomic,308
GCA_018017415.1_PDT000991170.1_genomic,3095
GCA_013720225.1_PDT000764657.1_genomic,226
GCA_003910575.1_PDT000337440.1_genomic,86
GCA_037881745.1_PDT002125604.1_genomic,2692
GCA_032589875.1_PDT001811041.1_genomic,1959
GCA_008377165.1_PDT000582906.1_genomic,14
GCA_015863065.1_PDT000906049.1_genomic,2058
GCA_018339755.1_ASM1833975v1_genomic,1575
GCA_021252185.1_PDT001208079.1_genomic,2063
GCA_019956195.1_PDT001126577.1_genomic,46
GCA_007513905.1_PDT000464830.1_genomic,51
GCA_010936975.1_PDT000302078.2_genomic,3233
GCA_013671595.1_PDT000770414.1_genomic,404
GCA_010712655.1_PDT000059197.2_genomic,411
GCA_018041365.1_PDT000863532.1_genomic,754
GCA_917069895.1_FD01846311_genomic,216
GCA_007212555.1_PDT000332905.1_genomic,2045
GCA_014352535.1_PDT000826605.1_genomic,816
GCA_013744595.1_PDT000762123.1_genomic,873
GCA_010013705.1_PDT000665001.1_genomic,464
GCA_016733885.1_PDT000938708.1_genomic,1575
GCA_021104955.1_PDT001198103.1_genomic,14
GCA_010245395.1_PDT000446539.1_genomic,2209
GCA_014580935.1_PDT000724976.1_genomic,2009
GCA_006874065.1_PDT000064874.2_genomic,516
GCA_008715115.1_PDT000592064.1_genomic,138
GCA_010702505.1_PDT000001206.3_genomic,1298
GCA_007527725.1_PDT000476430.1_genomic,446
GCA_007712005.1_PDT000547109.1_genomic,679
GCA_018276905.1_PDT001018715.1_genomic,241
GCF_041368975.1_ASM4136897v1_genomic,34
GCA_010670965.1_PDT000137712.2_genomic,588
GCA_008146685.1_PDT000571234.1_genomic,516
GCA_020943965.1_PDT001176091.1_genomic,404
GCA_017485425.1_PDT000986040.1_genomic,1543
GCA_017485305.1_PDT000986051.1_genomic,423
GCA_009414325.1_PDT000620050.1_genomic,94
GCA_010704425.1_PDT000053043.2_genomic,306
GCA_019503745.1_PDT001105965.1_genomic,96
GCA_042823965.1_PDT002088377.1_genomic,82
GCA_011513965.1_PDT000708533.1_genomic,1384
GCA_004264785.1_PDT000056457.2_genomic,885
GCA_005858845.1_PDT000496867.1_genomic,2072
GCA_013786865.1_PDT000750934.1_genomic,19
GCA_015823215.1_PDT000902999.1_genomic,2870
GCA_011008385.1_PDT000625668.1_genomic,464
GCA_003742935.1_PDT000397372.1_genomic,33
GCA_008148585.1_PDT000571338.1_genomic,411
GCA_021148145.1_PDT001201129.1_genomic,2129
GCA_010295805.1_PDT000607017.1_genomic,432
GCA_009232785.1_PDT000611507.1_genomic,135
GCF_040895365.1_ASM4089536v1_genomic,578
GCA_004190835.1_PDT000340668.1_genomic,515
GCA_006321065.1_PDT000303709.2_genomic,949
GCA_011520745.1_PDT000564990.1_genomic,1549
GCA_040330215.1_PDT002228340.1_genomic,1674
GCA_046920635.1_PDT002582894.1_genomic,292
GCA_010443515.1_PDT000643845.1_genomic,1838
GCA_008749855.1_PDT000100002.2_genomic,306
GCA_018280385.1_PDT001018498.1_genomic,50
GCA_010679585.1_PDT000195566.2_genomic,4
GCA_019819685.1_PDT001119794.1_genomic,582
GCA_008838475.1_PDT000599480.1_genomic,463
GCA_010519195.1_PDT000641870.1_genomic,94
GCA_010475945.1_PDT000644341.1_genomic,81
GCA_008974335.1_PDT000149865.2_genomic,118
GCA_018987865.1_PDT001074856.1_genomic,52
GCA_007738475.1_PDT000549005.1_genomic,588
GCA_017279375.1_PDT000842183.1_genomic,81
GCA_011545045.1_PDT000693870.1_genomic,2063
GCA_007863845.1_PDT000550554.1_genomic,96
GCA_045100955.1_PDT002165343.1_genomic,214
GCA_008803275.1_PDT000597489.1_genomic,302
GCA_013801015.1_PDT000748827.1_genomic,213
GCA_008602225.1_PDT000588208.1_genomic,2197
GCA_009012115.1_PDT000604633.1_genomic,132
